Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
AVTR,1,2,361.18,2,50.18,2,35.6,2,95.0,2.0,171.11,2.0,260.99
AVTR,2,1,243.11,0,-98.05,1,422.26,0,-99.19,0.0,-475.0,0.0,-3054.59
AVY,1,0,-32.16,2,268.33,2,15.4,0,-12.1,0.0,-69.05,2.0,362.89
AVY,2,1,225.58,0,-110.53,1,216.21,0,-115.05,1.0,317.62,0.0,-147.15
AVYA,1,0,-113.0,0,-95.5,0,-133.69,0,-138.1,0.0,-158.35,0.0,-80.98
AVYA,2,0,-16.94,1,133.98,0,-17.48,1,109.79,1.0,110.19,0.0,-101.74
AWI,1,0,-126.37,0,-214.63,0,-114.57,0,-251.4,0.0,-878.08,0.0,-792.83
AWI,2,1,234.07,1,96.69,1,215.9,0,-29.54,0.0,-93.77,0.0,-65.05
AWK,1,0,-213.19,0,-19.44,0,-190.94,0,-6.28,0.0,-189.49,2.0,57.37
AWK,2,1,29.64,1,493.38,1,54.22,1,100.0,1.0,18.45,0.0,-72.52
AWR,1,0,-395.01,0,-91.32,0,-169.4,0,-64.27,0.0,-674.71,0.0,-93.27
AWR,2,0,-53.86,1,362.03,0,-8.58,1,1086.05,0.0,-94.67,1.0,482.61
AX,1,0,-73.54,2,31.61,0,-73.54,2,31.61,0.0,-81.98,2.0,334.48
AX,2,1,206.35,1,4.1,1,206.35,1,4.1,1.0,201.28,0.0,-63.92
AXL,1,0,-107.66,0,-98.8,0,-99.04,0,-174.04,0.0,-140.36,0.0,-97.98
AXL,2,1,334.05,0,-1197.37,1,382.97,0,-163.44,1.0,364.35,0.0,-542.94
AXP,1,0,-35.57,0,-370.24,0,-47.01,0,-366.3,0.0,-89.62,0.0,-5329.7
AXP,2,1,581.01,0,-1.94,1,257.37,0,-11.86,1.0,1289.89,0.0,-99.39
AXTA,1,0,-99.36,0,-2563.38,0,-91.91,0,-265.05,0.0,-107.15,0.0,-306.15
AXTA,2,1,380.35,0,-422.73,1,270.47,0,-162.41,1.0,177.19,0.0,-94.71
AYI,1,0,-178.48,0,-2100.0,0,-175.1,0,-4615.0,0.0,-169.65,0.0,-802.59
AYI,2,1,403.98,0,-233.33,1,354.64,0,-104.01,1.0,314.21,0.0,-118.4
AYX,1,0,-32.35,0,-69.25,0,-31.73,0,-71.42,2.0,319.21,0.0,-2657.88
AYX,2,1,430.16,0,-41.79,1,400.43,0,-30.06,1.0,192.13,0.0,-103.23
AZO,1,0,-149.39,0,-2.75,0,-148.15,2,13.09,0.0,-134.69,0.0,-55.42
AZO,2,1,578.4,1,60.54,1,501.42,1,87.87,1.0,608.67,1.0,181.99
AZRE,1,2,104.81,2,4.11,2,104.43,2,5.75,0.0,-80.91,0.0,-2393.0
AZRE,2,0,-232.56,0,-65.26,0,-253.32,0,-65.65,0.0,-1062.46,1.0,248.4
AZUL,1,2,227.14,2,87.98,2,217.35,2,50.09,0.0,-226.84,0.0,-1541.99
AZUL,2,0,-269.81,0,-87.67,0,-520.35,1,13.08,0.0,-48.69,0.0,-108.97
AZZ,1,2,102.17,2,16.88,2,345.81,2,0.97,2.0,989.3,0.0,-146.05
AZZ,2,1,144.88,1,187.38,0,-64.42,1,333.98,0.0,-187.43,1.0,150.38
B,1,2,107.95,0,-1059.49,0,-47.58,0,-7584.37,0.0,-99.43,0.0,-2246.85
B,2,1,114.97,0,-57.39,1,149.46,0,-107.75,1.0,3050.75,0.0,-101.34
BA,1,0,-144.09,0,-78.84,0,-58.28,0,-1.03,0.0,-2081.17,0.0,-1560.2
BA,2,1,636.07,0,-687.36,1,165.46,0,-420.45,0.0,-70.83,0.0,-467.97
BABA,1,2,994.8,2,66.07,2,4909.41,0,-30.29,2.0,600.03,2.0,117.45
BABA,2,0,-110.7,0,-55.2,0,-97.54,0,-12.97,0.0,-100.78,0.0,-53.5
BAC,1,0,-42.57,0,-440.24,0,-42.57,0,-440.24,0.0,-58.54,0.0,-697.01
BAC,2,1,327.99,0,-151.36,1,327.99,0,-151.36,1.0,604.53,0.0,-92.04
BAH,1,0,-185.71,2,6.26,0,-277.57,2,30.23,0.0,-21.78,0.0,-60.37
BAH,2,1,165.35,1,152.4,1,579.1,1,41.23,1.0,192.22,1.0,140.57
BAK,1,2,332.8,0,-235.41,2,477.33,0,-155.19,0.0,-1.96,0.0,-407.21
BAK,2,1,220.06,0,-492.16,0,-9383.33,1,429.55,0.0,-108.84,0.0,-105.28
BALY,1,2,682.27,2,455.56,2,512.53,2,402.81,2.0,173.47,0.0,-210.37
BALY,2,0,-273.96,0,-35.34,0,-350.64,1,160.67,0.0,-2.94,0.0,-49.43
BAM,1,0,-50.03,0,-132.25,0,-71.4,0,-150.58,2.0,207.18,0.0,-349.52
BAM,2,1,273.59,1,28.47,1,233.6,0,-43.25,0.0,-19.33,0.0,-115.34
BANC,1,0,-39.12,0,-78.34,0,-39.12,0,-78.34,0.0,-70.35,0.0,-57.5
BANC,2,0,-37.77,0,-85.76,0,-37.77,0,-85.76,1.0,217.46,0.0,-142.74
BAP,1,0,-89.39,0,-734.51,0,-87.76,0,-709.73,2.0,129.62,0.0,-1788.83
BAP,2,1,603.16,1,120.39,1,544.25,1,106.71,0.0,-402.09,1.0,259.18
BAX,1,0,-66.16,0,-270.64,0,-24.81,2,15.61,0.0,-222.56,2.0,132.58
BAX,2,1,224.2,0,-55.78,1,411.67,0,-51.33,1.0,275.0,0.0,-119.62
BBAR,1,0,-394.41,2,53.07,0,-1044.63,2,53.5,2.0,119.86,2.0,696.06
BBAR,2,1,110.95,0,-90.21,1,104.62,0,-90.49,0.0,-122.22,0.0,-946.68
BBDC,1,2,108.6,0,-83.61,2,108.6,0,-83.61,0.0,-114.07,2.0,155.93
BBDC,2,0,-1006.67,0,-524.15,0,-1006.67,0,-524.15,1.0,113.6,0.0,-62.3
BBVA,1,0,-134.87,0,-1406.8,0,-134.87,0,-1406.8,0.0,-13.28,0.0,-69.81
BBVA,2,1,354.96,0,-89.65,1,354.96,0,-89.65,1.0,118.3,0.0,-161.66
BBW,1,2,1136.92,2,149.02,2,732.34,2,108.07,2.0,424.05,2.0,127.22
BBW,2,0,-66.34,0,-971.09,0,-75.73,0,-636.57,0.0,-92.12,0.0,-3633.3
BBY,1,0,-0.08,2,526.44,2,118.71,2,368.93,2.0,1162.72,2.0,79.21
BBY,2,1,59.21,1,1.16,1,24.59,1,2.31,0.0,-106.04,0.0,-82.22
BC,1,0,-106.12,0,-31.1,0,-123.52,2,2040.0,0.0,-132.46,2.0,369.1
BC,2,1,844.6,1,18.55,1,974.89,0,-103.58,1.0,2604.3,0.0,-275.79
BCC,1,0,-139.17,2,2739.73,0,-126.43,2,354.4,0.0,-135.9,0.0,-60.99
BCC,2,1,688.57,0,-111.88,1,352.03,0,-155.39,1.0,18.87,1.0,492.41
BCEI,1,0,-105.99,0,-302.13,0,-89.75,0,-329.73,2.0,1454.44,2.0,187.54
BCEI,2,1,404.72,0,-74.41,1,256.26,0,-69.95,1.0,172.76,0.0,-100.22
BCO,1,0,-125.99,0,-603.12,0,-69.64,0,-96.23,0.0,-65.75,0.0,-153.28
BCO,2,1,389.42,1,31.75,1,426.31,1,31.37,0.0,-139.82,1.0,161.92
BCS,1,0,-100.17,0,-4328.13,0,-100.17,0,-4328.13,0.0,-12.5,0.0,-182.85
BCS,2,1,317.14,0,-91.84,1,317.14,0,-91.84,0.0,-111.95,0.0,-74.76
BCSF,1,0,-68.75,0,-67.27,0,-68.75,0,-67.27,0.0,-80.0,0.0,-152.82
BCSF,2,0,-17.92,0,-88.89,0,-17.92,0,-88.89,0.0,-16.53,1.0,678.75
BDC,1,0,-58.82,0,-181.65,0,-60.28,0,-692.45,0.0,-146.31,0.0,-78.51
BDC,2,1,197.5,0,-913.7,1,243.83,0,-142.29,1.0,124.61,0.0,-423.84
BDN,1,0,-98.03,0,-201.55,0,-83.46,0,-232.82,0.0,-101.18,2.0,1213.67
BDN,2,0,-172.73,1,795.37,0,-77.04,1,140.27,1.0,15900.0,0.0,-585.5
BDX,1,0,-79.98,0,-171.89,0,-53.94,0,-112.22,2.0,1463.03,0.0,-105.61
BDX,2,1,424.08,0,-79.94,1,357.48,0,-74.57,0.0,-178.23,1.0,740.14
BE,1,0,-87.96,0,-116.88,2,269.53,0,-95.19,0.0,-66.13,0.0,-40.64
BE,2,1,257.38,0,-89.05,0,-66.65,0,-66.99,0.0,-530.48,0.0,-2485.94
BEDU,1,2,502.13,0,-54.86,2,619.07,0,-36.16,2.0,177.78,0.0,-328.34
BEDU,2,0,-925.42,1,62.09,0,-24.79,1,67.04,0.0,-700.0,0.0,-133.35
BEN,1,0,-70.96,0,-57.69,0,-38.9,0,-78.89,2.0,567.59,0.0,-146.83
BEN,2,1,355.9,0,-187.73,1,429.5,0,-193.2,0.0,-128.24,1.0,228.32
BEP,1,2,141.39,0,-161.68,2,160.03,0,-148.72,0.0,-31.62,0.0,-51.05
BEP,2,0,-151.83,0,-84.8,0,-153.5,0,-87.87,0.0,-348.53,0.0,-239.68
BERY,1,0,-264.24,2,270.85,2,26.41,2,148.75,0.0,-4795.71,2.0,308.11
BERY,2,0,-52.54,1,584.37,1,254.59,1,17.51,0.0,-98.63,0.0,-142.11
BEST,1,0,-122.1,0,-81.74,0,-93.95,0,-35.31,0.0,-2288.37,0.0,-25.73
BEST,2,1,431.07,1,2.93,1,209.73,0,-68.35,0.0,-90.37,0.0,-6.33
BFAM,1,2,204.7,0,-497.71,0,-22.89,0,-417.6,0.0,-1123.49,2.0,442.96
BFAM,2,0,-3.6,1,6.06,1,135.8,0,-10.41,0.0,-168.05,0.0,-95.98
BFS,1,0,-62.6,0,-443.86,0,-59.7,0,-243.68,2.0,135.72,0.0,-2.17
BFS,2,1,177.69,1,5600.0,1,201.68,1,363.41,0.0,-170.0,0.0,-125.41
BG,1,2,210.22,2,1206.14,2,227.41,2,106.36,2.0,333.72,2.0,127.27
BG,2,0,-108.51,0,-108.62,1,133.97,0,-9045.45,0.0,-113.91,0.0,-894.48
BGS,1,0,-95.58,0,-25.58,0,-123.26,0,-171.82,0.0,-95.16,0.0,-171.6
BGS,2,1,139.14,0,-318.64,1,418.1,0,-83.48,0.0,-69.44,0.0,-122.9
BGSF,1,2,199.88,0,-55.51,2,192.05,0,-50.29,2.0,135.16,0.0,-116.24
BGSF,2,0,-397.32,0,-13.56,0,-739.26,0,-29.23,0.0,-844.12,1.0,946.02
BH,1,2,136.09,0,-234.83,2,119.14,0,-389.33,0.0,-138.79,2.0,330.86
BH,2,0,-49.22,0,-83.42,0,-101.46,0,-194.21,1.0,111.79,0.0,-18.44
BHC,1,0,-96.02,2,254.62,0,-87.68,2,167.01,0.0,-358.75,0.0,-20.9
BHC,2,1,249.4,0,-81.73,1,264.68,0,-59.88,1.0,206.84,0.0,-79.12
BHE,1,0,-68.14,0,-58.92,0,-112.48,0,-18.49,0.0,-88.75,0.0,-263.34
BHE,2,1,256.64,0,-270.34,1,253.0,0,-355.04,1.0,246.2,0.0,-87.28
BHLB,1,0,-115.0,0,-1408.72,0,-115.0,0,-1408.72,0.0,-127.51,0.0,-4467.43
BHLB,2,1,244.45,0,-88.96,1,244.45,0,-88.96,1.0,103.94,0.0,-121.58
BHR,1,2,3264.32,0,-2888.62,0,-93.92,0,-478.28,0.0,-71.45,0.0,-50.15
BHR,2,0,-45.49,1,13.22,1,390.66,1,2681.63,0.0,-14.39,0.0,-1787.9
BIG,1,0,-193.02,0,-8.82,0,-213.61,2,424.0,0.0,-111.72,2.0,584.39
BIG,2,1,316.67,0,-133.17,1,236.49,0,-137.04,1.0,1807.85,0.0,-139.34
BIO,1,0,-2.4,2,391.46,2,7.15,2,943.3,0.0,-202.27,0.0,-69.45
BIO,2,1,450.41,0,-10.79,1,438.16,0,-83.78,0.0,-13.9,1.0,93.4
BIP,1,0,-54.62,0,-15.41,2,8.88,0,-17.05,0.0,-82.21,2.0,553.82
BIP,2,1,238.55,1,50.32,1,218.72,1,32.31,0.0,-181.2,0.0,-105.6
BJ,1,0,-164.79,0,-47.85,0,-236.65,0,-28.79,2.0,55.72,0.0,-69.75
BJ,2,0,-85.49,1,0.19,0,-56.03,0,-39.45,0.0,-91.73,1.0,655.52
BK,1,0,-65.33,0,-1307.84,0,-65.33,0,-1307.84,0.0,-552.86,0.0,-229.66
BK,2,0,-59.02,0,-90.5,0,-59.02,0,-90.5,0.0,-22.05,1.0,35.23
BKD,1,0,-155.57,0,-52.26,0,-37.5,0,-3.32,0.0,-96.51,0.0,-501.23
BKD,2,1,136.68,0,-9.04,0,-75.41,0,-16.82,0.0,-126.07,0.0,-80.06
BKE,1,0,-78.88,2,1093.19,0,-81.43,2,154.75,0.0,-95.02,2.0,32.97
BKE,2,1,275.12,0,-80.58,1,251.86,0,-51.66,1.0,416.66,1.0,173.17
BKH,1,2,123.1,2,94.27,2,569.93,0,-99.09,2.0,47.93,2.0,138.1
BKH,2,1,130.95,1,249.79,1,115.38,0,-125.0,1.0,196.94,0.0,-165.55
BKI,1,2,47.97,0,-18.58,2,41.95,0,-8.11,2.0,1015.34,0.0,-60.18
BKI,2,0,-21.79,1,545.93,1,701.2,0,-4.38,0.0,-107.24,0.0,-118.8
BKR,1,2,562.58,0,-299.02,2,33.59,0,-412.86,2.0,2497.93,0.0,-13204.05
BKR,2,0,-149.12,0,-59.5,1,152.05,0,-87.34,0.0,-80.26,0.0,-117.01
BKU,1,2,527.44,0,-9.68,2,527.44,0,-9.68,2.0,317.12,0.0,-830.56
BKU,2,0,-102.7,0,-304.19,0,-102.7,0,-304.19,0.0,-103.65,1.0,110.08
BLD,1,0,-101.4,0,-47.64,0,-56.01,0,-64.41,0.0,-96.39,0.0,-28.97
BLD,2,1,220.85,0,-26.89,1,825.69,0,-59.87,1.0,148.58,1.0,476.72
BLK,1,0,-80.11,2,316.13,0,-87.4,2,377.5,0.0,-0.15,2.0,72.84
BLK,2,1,1537.04,0,-54.49,1,1283.23,0,-45.45,0.0,-75.22,1.0,159.23
BLL,1,0,-108.44,2,641.45,0,-97.22,2,294.2,0.0,-102.65,0.0,-79.01
BLL,2,1,8850.0,0,-185.88,1,1728.07,0,-123.23,0.0,-47.62,1.0,25.46
BLX,1,2,65.48,0,-122.6,2,65.48,0,-125.46,2.0,138.32,0.0,-103.89
BLX,2,1,122.96,1,285.98,1,122.96,1,280.94,0.0,-32.89,1.0,879.99
BMA,1,0,-413.01,2,956.23,0,-396.58,2,956.75,0.0,-81.17,2.0,1885.19
BMA,2,1,137.43,0,-106.18,1,139.02,0,-105.97,0.0,-197.08,0.0,-652.31
BMI,1,0,-108.4,2,295.89,0,-104.5,2,110.48,0.0,-125.17,0.0,-92.85
BMI,2,1,248.35,0,-82.78,1,253.84,0,-126.99,1.0,379.6,1.0,444.42
BMO,1,2,229.21,0,-190.7,2,229.21,0,-190.7,2.0,2.28,0.0,-614.93
BMO,2,0,-119.46,1,157.87,0,-119.46,1,157.87,0.0,-58.76,0.0,-44.05
BMY,1,0,-5.05,2,365.02,2,23.4,2,294.08,0.0,-129.78,0.0,-798.59
BMY,2,1,189.66,1,106.49,1,167.11,1,84.98,1.0,2536.54,0.0,-108.44
BNED,1,2,617.89,0,-175.9,2,1032.36,0,-17.6,2.0,777.39,0.0,-40.41
BNED,2,0,-17.85,0,-126.47,0,-57.88,0,-143.65,0.0,-99.12,0.0,-98.2
BNS,1,0,-0.88,0,-239.77,0,-0.88,0,-239.77,2.0,18.27,0.0,-325.74
BNS,2,1,262.06,1,39.41,1,262.06,1,39.41,1.0,386.57,0.0,-174.31
BOH,1,2,3578.26,0,-503.04,2,3578.26,0,-503.04,2.0,478.43,0.0,-584.63
BOH,2,1,111.56,1,81.91,1,111.56,1,81.91,0.0,-124.21,0.0,-69.65
BOOT,1,2,150.41,0,-52.37,2,156.78,0,-39.34,0.0,-63.64,0.0,-24.82
BOOT,2,0,-60.58,1,120.55,1,214.82,1,90.97,1.0,1100.0,0.0,-70.88
BORR,1,0,-63.29,0,-84.73,2,105.72,0,-107.76,0.0,-947.63,,
BORR,2,1,444.05,1,570.5,0,-52.87,0,-99.94,0.0,-89.69,,
BOX,1,0,-71.45,0,-38.71,0,-59.45,0,-28.51,0.0,-43.33,0.0,-82.54
BOX,2,1,168.08,0,-41.53,1,47700.0,0,-25.13,0.0,-370.6,0.0,-618.25
BP,1,0,-949.78,0,-3282.86,0,-97.44,0,-412.41,0.0,-65.78,0.0,-956.03
BP,2,0,-103.29,0,-93.39,1,184.83,0,-127.78,0.0,-97.79,0.0,-133.67
BR,1,2,115.18,0,-53.17,2,114.58,2,409.33,0.0,-79.95,0.0,-119.3
BR,2,0,-294.85,0,-52.79,0,-382.37,0,-83.41,0.0,-296.04,0.0,-55.92
BRBR,1,0,-92.38,0,-31.6,0,-100.18,2,382.15,0.0,-110.26,,
BRBR,2,1,238.9,0,-5.39,1,285.46,0,-79.73,1.0,925.08,,
BRC,1,0,-130.53,0,-431.29,0,-140.61,0,-505.31,0.0,-132.68,0.0,-133.67
BRC,2,1,267.8,0,-130.35,1,289.51,0,-120.77,0.0,-86.25,1.0,806.16
BRFS,1,0,-46.11,0,-73.82,2,67.21,2,66.91,0.0,-103.57,2.0,141.52
BRFS,2,1,402.91,1,545.47,1,432.37,1,62.99,1.0,860.02,0.0,-7.83
BRO,1,0,-159.51,0,-39.0,0,-132.68,0,-49.87,0.0,-172.33,2.0,40.41
BRO,2,1,182.48,1,60.68,1,186.69,1,127.86,1.0,203.24,1.0,214.7
BRT,1,0,-84.15,0,-84.43,2,4.47,2,103.83,0.0,-451.12,0.0,-2330.34
BRT,2,0,-82.59,0,-734.18,0,-94.12,0,-743.5,0.0,-92.18,0.0,-93.41
BRX,1,2,34.76,0,-117.71,2,138.82,0,-83.93,0.0,-100.0,0.0,-131.25
BRX,2,1,125.83,0,-6.71,1,120.75,0,-39.69,1.0,335.29,0.0,-202.13
BSAC,1,2,27.18,2,647.06,2,18.84,2,200.0,0.0,-191.12,0.0,-172.91
BSAC,2,1,205.31,0,-106.95,1,203.45,0,-108.77,1.0,347.64,0.0,-67.33
BSBR,1,2,47.47,0,-156.69,2,50.49,0,-163.45,2.0,202.22,0.0,-9.36
BSBR,2,0,-86.66,1,1440.08,0,-86.66,1,1242.28,0.0,-24.42,0.0,-28.84
BSIG,1,0,-100.0,2,729.96,0,-157.21,0,-408.65,2.0,1924.18,0.0,-205.89
BSIG,2,1,134.44,1,260.23,1,202.07,0,-89.04,1.0,142.1,0.0,-96.9
BSM,1,2,57.78,0,-110.14,2,84.61,0,-121.45,0.0,-80.56,0.0,-88.46
BSM,2,1,142.76,0,-131.48,1,137.2,0,-131.19,1.0,289.54,0.0,-142.7
BSMX,1,0,-67.65,0,-100.18,0,-67.65,0,-100.18,0.0,-145.0,0.0,-289.65
BSMX,2,1,211.92,0,-24.83,1,211.92,0,-24.83,1.0,216.66,1.0,294.89
BSX,1,2,257.85,2,6.9,2,254.26,2,8.28,2.0,2483.61,0.0,-156.94
BSX,2,0,-64.13,1,0.94,0,-70.8,1,8.62,0.0,-99.24,0.0,-87.04
BTU,1,0,-124.89,0,-139.64,2,39.6,0,-119.45,0.0,-1.5,0.0,-473.94
BTU,2,1,1172.07,0,-507.14,1,127.26,0,-34440.0,0.0,-91.2,0.0,-161.32
BUD,1,0,-103.19,0,-328.12,0,-101.55,0,-676.87,2.0,62.93,2.0,339.14
BUD,2,1,402.44,0,-37.95,1,480.87,0,-77.78,1.0,103.16,0.0,-109.87
BURL,1,0,-97.28,0,-8.06,2,150.12,2,1.64,2.0,235.85,2.0,40.9
BURL,2,1,2435.25,0,-11.98,1,140.87,0,-1.72,0.0,-67.69,0.0,-87.55
BVN,1,0,-111.12,0,-169.16,0,-97.41,0,-250.14,2.0,399.99,0.0,-100.0
BVN,2,0,-68.63,0,-204.14,1,1013.42,0,-144.43,0.0,-83.36,0.0,-201.62
BW,1,2,1081.66,0,-98.45,2,715.96,0,-78.15,2.0,749.28,0.0,-163.35
BW,2,0,-17.49,1,135.2,0,-75.96,0,-8.03,0.0,-69.38,0.0,-85.94
BWA,1,0,-74.98,0,-57.27,0,-29.31,0,-99.13,0.0,-12.21,0.0,-88.23
BWA,2,1,422.79,0,-206.25,1,307.59,0,-146.11,1.0,221.86,0.0,-116.47
BWXT,1,0,-136.54,2,31.42,2,134.21,2,128.41,0.0,-168.58,2.0,14.52
BWXT,2,1,177.96,1,254.49,1,143.74,0,-20.6,1.0,188.41,0.0,-77.34
BX,1,0,-73.34,0,-328.77,0,-51.76,0,-339.35,0.0,-73.88,2.0,1407.52
BX,2,0,-88.08,1,88.56,0,-85.5,1,275.56,1.0,147.35,0.0,-94.58
BXC,1,2,611.87,0,-92.08,2,345.13,0,-113.66,0.0,-28.54,0.0,-63.9
BXC,2,0,-33.63,1,2966.04,0,-30.05,1,1757.76,1.0,1165.72,0.0,-161.99
BXMT,1,0,-103.38,0,-639.26,0,-103.38,0,-639.26,0.0,-99.56,0.0,-878.67
BXMT,2,0,-57.15,0,-77.36,0,-57.15,0,-77.36,1.0,176.93,0.0,-159.23
BXP,1,0,-289.41,0,-187.67,0,-194.13,0,-183.44,0.0,-38.29,2.0,727.94
BXP,2,1,125.9,1,324.23,1,140.89,1,162.81,0.0,-41.92,0.0,-141.13
BXS,1,0,-101.07,0,-85.16,0,-101.07,0,-85.16,0.0,-127.55,0.0,-349.36
BXS,2,0,-83.14,0,-41.74,0,-83.14,0,-41.74,0.0,-87.72,0.0,-90.64
BY,1,0,-71.86,0,-161.64,0,-71.86,0,-161.64,0.0,-82.84,0.0,-87.93
BY,2,1,314.66,0,-39.56,1,314.66,0,-39.56,1.0,392.85,1.0,338.21
BYD,1,0,-111.16,0,-248.37,0,-101.19,0,-229.55,0.0,-9.8,0.0,-590.08
BYD,2,1,506.22,1,205.45,1,404.8,1,183.0,1.0,613.88,1.0,197.39
BZH,1,0,-224.71,2,208.77,0,-230.46,2,304.35,0.0,-189.93,2.0,297.77
BZH,2,1,79.22,0,-191.38,1,222.73,0,-109.24,1.0,20.1,0.0,-65.18
C,1,0,-76.93,0,-1439.08,0,-76.93,0,-1439.08,0.0,-73.02,0.0,-293.66
C,2,1,283.57,1,148.57,1,283.57,1,148.57,1.0,443.64,0.0,-93.72
CAAP,1,0,-90.51,0,-55.66,2,126.74,2,198.2,0.0,-45.61,2.0,155.13
CAAP,2,0,-421.34,0,-307.13,0,-135.39,0,-161.91,0.0,-318.86,0.0,-204.3
CABO,1,0,-42.18,2,47.78,0,-120.0,2,50.9,2.0,126.32,2.0,127.52
CABO,2,1,29.45,0,-13.15,1,47.06,0,-23.76,0.0,-140.03,0.0,-121.92
CACI,1,0,-64.55,2,46.14,2,126.14,2,26.81,2.0,5248.15,2.0,266.8
CACI,2,1,189.47,1,165.03,0,-217.56,1,346.15,0.0,-101.64,0.0,-114.9
CADE,1,0,-72.68,0,-107.82,0,-72.68,0,-107.82,2.0,62.08,0.0,-882.65
CADE,2,1,758.73,1,244.58,1,758.73,1,244.58,1.0,317.79,0.0,-136.13
CAE,1,0,-74.18,2,108.43,0,-35.31,0,-43.24,2.0,957.17,0.0,-7.5
CAE,2,1,217.6,0,-11.92,1,164.14,1,286.82,0.0,-61.57,0.0,-116.4
CAG,1,2,178.67,0,-2.79,2,163.77,0,-21.18,0.0,-76.45,2.0,156.65
CAG,2,0,-135.24,1,3870.0,0,-164.57,1,1319.72,1.0,2764.29,0.0,-165.22
CAH,1,0,-54.71,2,110.35,0,-2.16,0,-20.38,2.0,346.66,0.0,-182.39
CAH,2,1,150.22,0,-149.64,1,202.86,1,21.29,0.0,-284.32,1.0,674.79
CAI,1,2,427.44,0,-1178.57,0,-27.56,0,-679.13,2.0,2943.75,0.0,-8252.44
CAI,2,1,193.12,0,-97.71,1,306.48,0,-80.05,0.0,-84.76,0.0,-99.92
CAJ,1,2,39.52,0,-18.31,2,93.71,0,-32.71,2.0,302.31,0.0,-38.01
CAJ,2,1,181.67,0,-57.77,1,191.24,0,-189.17,0.0,-312.15,0.0,-750.4
CAL,1,2,148.38,2,20800.0,2,10.93,2,72.88,2.0,260.67,2.0,1299.66
CAL,2,1,137.21,0,-99.9,1,160.81,0,-77.85,0.0,-99.9,0.0,-423.62
CALX,1,0,-50.55,2,978.71,0,-50.96,2,815.58,0.0,-94.95,2.0,2089.27
CALX,2,1,46.85,0,-133.8,1,55.13,0,-71.54,1.0,1437.03,0.0,-82.61
CANG,1,2,92.07,2,957.45,2,414.55,2,756.57,2.0,762.34,,
CANG,2,1,159.77,0,-102.43,1,129.54,0,-97.38,1.0,290.39,,
CAPL,1,0,-215.96,2,453.76,0,-97.23,0,-42.95,2.0,422.58,2.0,552.51
CAPL,2,0,-86.93,0,-240.51,1,1626.09,0,-171.26,0.0,-106.47,0.0,-152.0
CARS,1,0,-92.82,0,-6.08,0,-85.63,0,-16.49,2.0,402.94,0.0,-93.68
CARS,2,1,245.15,0,-386.27,1,233.52,0,-246.07,0.0,-46.98,0.0,-1488.12
CAT,1,2,258.35,0,-912.84,2,1281.03,0,-1233.33,0.0,-63.77,0.0,-1150.43
CAT,2,1,136.84,0,-111.37,0,-80.67,0,-108.25,1.0,178.57,0.0,-99.34
CATO,1,0,-85.2,0,-11.63,0,-115.43,0,-78.24,0.0,-33.15,0.0,-92.86
CATO,2,1,243.44,1,121.16,1,241.75,0,-78.55,0.0,-90.83,1.0,426.26
CB,1,0,-57.14,0,-408.19,0,-15.79,2,12.0,0.0,-77.61,0.0,-237.58
CB,2,1,437.42,0,-33.56,0,-71.67,1,352.38,1.0,297.77,1.0,292.62
CBD,1,0,-3865.97,2,334.17,0,-6022.62,2,286.81,0.0,-95.78,2.0,418.2
CBD,2,0,-71.57,0,-709.2,0,-54.26,0,-490.7,1.0,220.2,0.0,-160.46
CBRE,1,2,296.12,0,-212.77,2,357.35,0,-102.34,0.0,-47.92,0.0,-290.24
CBRE,2,1,167.96,0,-51.07,1,156.84,0,-17.73,1.0,343.99,0.0,-57.81
CBT,1,0,-57.97,0,-327.29,0,-51.51,0,-839.59,2.0,103.15,0.0,-207.4
CBT,2,1,278.41,0,-150.96,1,200.67,0,-84.83,0.0,-253.03,1.0,264.39
CBU,1,0,-84.81,0,-96.57,0,-84.81,0,-96.57,0.0,-55.03,0.0,-1396.77
CBU,2,1,306.82,0,-59.8,1,306.82,0,-59.8,1.0,249.7,0.0,-104.47
CBZ,1,0,-599.02,2,311.24,0,-1975.41,0,-43.21,0.0,-81.2,0.0,-21.13
CBZ,2,1,131.9,0,-116.1,1,104.18,0,-63.16,0.0,-101.78,0.0,-7.27
CC,1,0,-25.25,2,100.82,0,-33.49,0,-39.82,0.0,-137.87,2.0,584.08
CC,2,1,187.75,0,-455.75,1,178.83,0,-327.58,1.0,374.06,0.0,-368.77
CCI,1,0,-116.95,0,-57.58,0,-85.27,0,-81.69,2.0,2976.09,0.0,-31.3
CCI,2,1,537.84,0,-76.27,1,138.06,0,-72.06,0.0,-192.78,0.0,-15.29
CCJ,1,2,7800.57,0,-14.25,2,262.4,0,-69.2,0.0,-82.22,0.0,-204.76
CCJ,2,0,-35.29,0,-606.94,0,-153.58,0,-262.25,0.0,-7.76,0.0,-131.25
CCK,1,0,-128.01,0,-63.48,0,-136.39,0,-116.7,2.0,54.98,0.0,-59.7
CCK,2,1,5283.93,0,-64.31,1,819.84,0,-83.65,1.0,1307.57,1.0,214.09
